Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-502-B,cody    ,An  ,SALES,06-05-2024  12000       ,500,On Leave    ,New York  EMP-971-C ,RemoveMe,cody@gmail.com             new york    NY        534159  WID-330   Contract      Married   40   Analyst             Male
EMP-404-A,Patrick ,An  ,sales,07-07-2014  10000       ,1000$,On Leave    ,Mumbai    EMP-780-A ,RemoveMe,patrick@gmail.com          mumbai      DELHI     984453  WID-567   On Home       Single    35   Analyst             Male
EMP-151-C,christopher,An  ,LOGISTICS,14-01-2023  12000   500 ,300,On Leave    ,Paris     EMP-785-B ,Unnecessary,christopher@gmail.com      paris       MAH       916215  WID-342   On Home       Married   44   Analyst             Male
EMP-578-A,Michael ,De  ,hr,29-10-2013  7000    300 ,Two Hundred,Terminated  ,Tokyo     EMP-190-A ,,michael@gmail.com          tokyo       DELHI     757061  WID-788   Part-Time     Single    30   Developer           Male
EMP-156-B,KAREN   ,Ma  ,it,10-05-2015  10000       ,N/A,On Leave    ,Tokyo     EMP-908-C ,###,karen@gmail.com            tokyo       NY        421004  WID-659   Hybrid        Single    49   Manager             Female
EMP-861-B,donna   ,Sp  ,SALES,14-02-2012  10000   300 ,,Terminated  ,Paris     EMP-285-B ,,donna@gmail.com            paris       MAH       646068  WID-802   Contract      Married   25   Specialist          Female
EMP-553-B,TINA    ,De  ,finance,22-10-2018  7000        ,N/A,Terminated  ,Mumbai    EMP-118-C ,###,tina@gmail.com             mumbai      TOKYO     779548  WID-446   Part-Time     Single    48   Developer           Female
EMP-624-B,jacob   ,An  ,SALES,06-02-2015  10000   500 ,1000$,Terminated  ,Delhi     EMP-897-B ,###,jacob@gmail.com            delhi       TOKYO     241116  WID-982   Intern        Single    43   Analyst             Male
EMP-412-C,JAMES   ,An  ,SALES,16-04-2022  7000    500 ,1000$,On Leave    ,Mumbai    EMP-431-B ,RemoveMe,james@gmail.com            mumbai      MAH       668016  WID-161   Full-Time     Single    27   Analyst             Male
EMP-686-C,REBECCA ,Ma  ,finance,24-04-2018  10000       ,Two Hundred,Inactive    ,New York  EMP-398-B ,Unnecessary,rebecca@gmail.com          new york    NY        606638  WID-594   Full-Time     Single    43   Manager             Female
EMP-112-A,Jason   ,De  ,sales,24-08-2017  12000   300 ,500,Terminated  ,Mumbai    EMP-482-A ,,jason@gmail.com            mumbai      TOKYO     536245  WID-594   Intern        Married   42   Developer           Male
EMP-407-A,charles ,Ma  ,LOGISTICS,30-03-2015  12000   500 ,300,Terminated  ,Tokyo     EMP-965-C ,,charles@gmail.com          tokyo       TOKYO     625340  WID-504   Hybrid        Single    25   Manager             Male
EMP-678-A,JIM     ,Ex  ,sales,07-01-2020  10000   500 ,Two Hundred,Terminated  ,Paris     EMP-914-B ,Unnecessary,jim@gmail.com              paris       PARIS     717424  WID-362   Hybrid        Married   25   Executive           Male
EMP-244-A,JEAN    ,Ex  ,LOGISTICS,18-04-2020  12000       ,N/A,Inactive    ,Delhi     EMP-903-B ,Unnecessary,jean@gmail.com             delhi       NY        887154  WID-915   Hybrid        Single    44   Executive           Female
EMP-749-B,ERIC    ,Ex  ,sales,24-05-2021  12000   500 ,500,Terminated  ,Delhi     EMP-561-C ,Unnecessary,eric@gmail.com             delhi       TOKYO     701744  WID-154   Full-Time     Single    39   Executive           Male
EMP-646-C,matthew ,Ex  ,hr,07-08-2021  10000   300 ,N/A,Inactive    ,New York  EMP-111-B ,,matthew@gmail.com          new york    NY        727427  WID-383   Part-Time     Single    24   Executive           Male
EMP-521-B,Lisa    ,Sp  ,finance,22-02-2011  12000       ,Two Hundred,On Leave    ,New York  EMP-243-A ,RemoveMe,lisa@gmail.com             new york    DELHI     577621  WID-215   Intern        Single    38   Specialist          Female
EMP-394-A,Susan   ,Ex  ,it,15-06-2016  7000        ,Two Hundred,Inactive    ,Mumbai    EMP-891-B ,,susan@gmail.com            mumbai      MAH       751750  WID-658   Part-Time     Married   48   Executive           Female
EMP-237-C,victor  ,De  ,finance,19-05-2018  12000   300 ,,On Leave    ,Paris     EMP-591-B ,,victor@gmail.com           paris       DELHI     823798  WID-446   Contract      Married   46   Developer           Male
EMP-791-B,STEPHEN ,Ma  ,finance,21-03-2018  12000   500 ,300,Terminated  ,Delhi     EMP-254-C ,###,stephen@gmail.com          delhi       DELHI     638157  WID-350   Part-Time     Single    33   Manager             Male
EMP-215-A,DONALD  ,An  ,LOGISTICS,10-02-2013  7000    300 ,,Terminated  ,Delhi     EMP-604-A ,###,donald@gmail.com           delhi       NY        530760  WID-977   Intern        Single    33   Analyst             Male
EMP-495-B,Hunter  ,Ma  ,it,24-12-2024  12000   300 ,500,On Leave    ,Paris     EMP-104-B ,Unnecessary,hunter@gmail.com           paris       NY        765418  WID-195   Intern        Married   46   Manager             Male
EMP-151-A,SCOTT   ,De  ,hr,02-01-2014  10000       ,,Inactive    ,Paris     EMP-874-C ,,scott@gmail.com            paris       DELHI     999372  WID-564   Intern        Married   35   Developer           Male
EMP-543-C,gregory ,Ex  ,finance,08-06-2022  7000        ,300,Terminated  ,Paris     EMP-918-C ,,gregory@gmail.com          paris       TOKYO     595367  WID-565   On Home       Single    46   Executive           Male
EMP-292-B,JOSEPH  ,Ex  ,SALES,23-02-2019  10000   500 ,300,Terminated  ,Tokyo     EMP-866-C ,###,joseph@gmail.com           tokyo       NY        456815  WID-842   Intern        Married   49   Executive           Male
EMP-480-B,arthur  ,Sp  ,hr,30-07-2021  7000        ,500,Inactive    ,Delhi     EMP-410-C ,RemoveMe,arthur@gmail.com           delhi       TOKYO     461169  WID-994   Intern        Single    24   Specialist          Male
EMP-905-B,christian,Ex  ,SALES,30-07-2021  10000   500 ,,Terminated  ,Delhi     EMP-708-C ,RemoveMe,christian@gmail.com        delhi       NY        223068  WID-468   Hybrid        Married   48   Executive           Male
EMP-769-C,NATHAN  ,An  ,it,11-03-2016  10000   500 ,300,Terminated  ,New York  EMP-560-B ,###,nathan@gmail.com           new york    PARIS     257137  WID-396   On Home       Married   36   Analyst             Male
EMP-843-C,JOE     ,An  ,hr,10-01-2025  12000   300 ,Two Hundred,On Leave    ,Paris     EMP-445-B ,Unnecessary,joe@gmail.com              paris       TOKYO     632121  WID-796   Full-Time     Single    41   Analyst             Male
EMP-185-B,Rachel  ,De  ,SALES,26-02-2015  12000       ,N/A,On Leave    ,New York  EMP-840-C ,,rachel@gmail.com           new york    NY        527529  WID-846   Hybrid        Single    49   Developer           Female
EMP-478-B,Richard ,De  ,finance,15-08-2021  12000   500 ,Two Hundred,Inactive    ,New York  EMP-739-B ,###,richard@gmail.com          new york    DELHI     142866  WID-551   Intern        Married   36   Developer           Male
EMP-498-C,ELIZABETH,Ex  ,hr,13-02-2017  12000   300 ,Two Hundred,Terminated  ,New York  EMP-288-C ,###,elizabeth@gmail.com        new york    TOKYO     559071  WID-927   Intern        Single    23   Executive           Female
EMP-202-A,ANDREA  ,An  ,it,12-09-2024  12000       ,500,Inactive    ,New York  EMP-291-C ,,andrea@gmail.com           new york    MAH       401381  WID-912   Full-Time     Married   27   Analyst             Female
EMP-461-C,MATTHEW ,Ex  ,sales,28-10-2016  10000   300 ,1000$,On Leave    ,Mumbai    EMP-731-C ,###,matthew@gmail.com          mumbai      MAH       520621  WID-335   Contract      Married   47   Executive           Male
EMP-109-C,Tonya   ,Ex  ,LOGISTICS,22-09-2020  10000   500 ,300,Inactive    ,Delhi     EMP-726-B ,Unnecessary,tonya@gmail.com            delhi       NY        510819  WID-770   Part-Time     Single    39   Executive           Female
EMP-305-C,Matthew ,Ma  ,sales,21-03-2020  10000   500 ,N/A,On Leave    ,Tokyo     EMP-348-B ,,matthew@gmail.com          tokyo       PARIS     656859  WID-832   Full-Time     Single    30   Manager             Male
EMP-184-A,Michelle,Sp  ,sales,17-01-2019  10000   300 ,,On Leave    ,Delhi     EMP-692-C ,,michelle@gmail.com         delhi       DELHI     467067  WID-871   Hybrid        Single    33   Specialist          Female
EMP-381-A,Reginald,Sp  ,hr,11-05-2019  7000    500 ,300,On Leave    ,New York  EMP-878-B ,###,reginald@gmail.com         new york    NY        544886  WID-235   Contract      Married   39   Specialist          Male
EMP-920-B,DEANNA  ,Ma  ,it,16-04-2022  7000    300 ,Two Hundred,On Leave    ,Tokyo     EMP-272-A ,,deanna@gmail.com           tokyo       MAH       851914  WID-355   Full-Time     Married   41   Manager             Female
EMP-166-B,erica   ,An  ,finance,19-04-2020  7000        ,1000$,Inactive    ,Mumbai    EMP-930-B ,,erica@gmail.com            mumbai      TOKYO     312842  WID-679   Hybrid        Married   37   Analyst             Female
EMP-243-C,HANNAH  ,An  ,sales,03-12-2020  10000   500 ,300,Terminated  ,New York  EMP-690-A ,###,hannah@gmail.com           new york    MAH       547857  WID-585   On Home       Married   25   Analyst             Female
EMP-513-C,RONALD  ,An  ,it,27-07-2011  12000   300 ,Two Hundred,Inactive    ,Tokyo     EMP-582-A ,Unnecessary,ronald@gmail.com           tokyo       DELHI     652674  WID-119   Contract      Single    27   Analyst             Male
EMP-785-C,amanda  ,Ex  ,SALES,30-11-2024  12000   500 ,300,On Leave    ,Mumbai    EMP-848-C ,###,amanda@gmail.com           mumbai      MAH       412011  WID-771   Full-Time     Single    33   Executive           Female
EMP-584-C,MORGAN  ,Sp  ,SALES,12-05-2014  7000    500 ,,Inactive    ,New York  EMP-240-C ,###,morgan@gmail.com           new york    TOKYO     535214  WID-985   On Home       Single    34   Specialist          Female
EMP-112-C,anne    ,Ma  ,hr,24-03-2012  10000   300 ,Two Hundred,Terminated  ,Mumbai    EMP-797-C ,,anne@gmail.com             mumbai      NY        153268  WID-684   Intern        Married   48   Manager             Female
EMP-186-C,KATHRYN ,An  ,sales,23-12-2021  12000   500 ,Two Hundred,Terminated  ,Paris     EMP-924-A ,Unnecessary,kathryn@gmail.com          paris       TOKYO     349464  WID-306   Full-Time     Married   26   Analyst             Female
EMP-294-B,Karen   ,De  ,finance,07-05-2023  7000    500 ,,On Leave    ,Delhi     EMP-443-B ,###,karen@gmail.com            delhi       PARIS     179143  WID-708   Part-Time     Single    37   Developer           Female
EMP-546-B,Crystal ,An  ,it,20-07-2023  12000   500 ,,Inactive    ,New York  EMP-197-B ,RemoveMe,crystal@gmail.com          new york    DELHI     738901  WID-145   On Home       Single    37   Analyst             Female
EMP-928-B,ROBERT  ,Ex  ,hr,19-11-2022  12000       ,Two Hundred,Terminated  ,Delhi     EMP-233-A ,RemoveMe,robert@gmail.com           delhi       TOKYO     469970  WID-222   Hybrid        Single    45   Executive           Male
EMP-246-A,ROBERT  ,An  ,it,19-03-2012  12000   500 ,500,Terminated  ,Delhi     EMP-689-C ,RemoveMe,robert@gmail.com           delhi       PARIS     269371  WID-971   Part-Time     Married   38   Analyst             Male
EMP-687-B,Stephanie,Sp  ,LOGISTICS,19-05-2013  7000    500 ,,On Leave    ,Delhi     EMP-962-A ,,stephanie@gmail.com        delhi       NY        272882  WID-921   Hybrid        Married   41   Specialist          Female
EMP-847-C,monica  ,Sp  ,LOGISTICS,14-12-2016  12000   500 ,N/A,Inactive    ,Delhi     EMP-287-B ,Unnecessary,monica@gmail.com           delhi       PARIS     504203  WID-674   Intern        Single    27   Specialist          Female
EMP-599-B,Nicole  ,An  ,SALES,26-07-2017  12000   500 ,Two Hundred,Inactive    ,Mumbai    EMP-282-B ,,nicole@gmail.com           mumbai      DELHI     896629  WID-768   Hybrid        Married   29   Analyst             Female
EMP-876-B,tammy   ,Sp  ,LOGISTICS,22-06-2011  12000   500 ,N/A,Terminated  ,Mumbai    EMP-302-C ,###,tammy@gmail.com            mumbai      PARIS     732921  WID-450   Contract      Married   27   Specialist          Female
EMP-995-C,lisa    ,Sp  ,finance,14-05-2012  12000       ,,Terminated  ,Paris     EMP-630-C ,RemoveMe,lisa@gmail.com             paris       MAH       899957  WID-763   Full-Time     Single    23   Specialist          Female
EMP-868-C,Amanda  ,Sp  ,sales,06-03-2023  12000   300 ,300,On Leave    ,Paris     EMP-695-B ,,amanda@gmail.com           paris       NY        401025  WID-151   On Home       Single    40   Specialist          Female
EMP-294-C,benjamin,De  ,LOGISTICS,29-05-2023  12000       ,N/A,On Leave    ,New York  EMP-230-B ,,benjamin@gmail.com         new york    NY        245144  WID-271   Intern        Married   48   Developer           Male
EMP-518-A,jacqueline,Ex  ,sales,27-02-2021  12000   500 ,500,On Leave    ,Mumbai    EMP-900-C ,,jacqueline@gmail.com       mumbai      NY        760109  WID-336   Full-Time     Single    48   Executive           Female
EMP-471-A,Ryan    ,Ex  ,hr,19-05-2013  7000    500 ,1000$,Terminated  ,Mumbai    EMP-827-A ,,ryan@gmail.com             mumbai      DELHI     169031  WID-870   Intern        Single    31   Executive           Male
EMP-412-A,erica   ,An  ,sales,22-04-2022  7000    500 ,300,On Leave    ,Delhi     EMP-634-B ,,erica@gmail.com            delhi       DELHI     653111  WID-228   Hybrid        Single    41   Analyst             Female
EMP-728-C,joanna  ,Ex  ,LOGISTICS,07-09-2012  12000   500 ,500,Inactive    ,Tokyo     EMP-954-C ,,joanna@gmail.com           tokyo       MAH       604679  WID-880   Contract      Married   44   Executive           Female
EMP-239-B,william ,An  ,sales,07-03-2020  12000   300 ,500,On Leave    ,Mumbai    EMP-541-A ,,william@gmail.com          mumbai      MAH       440207  WID-859   Contract      Married   34   Analyst             Male
EMP-143-B,Justin  ,Ex  ,SALES,01-10-2013  10000   500 ,N/A,Inactive    ,Tokyo     EMP-688-A ,,justin@gmail.com           tokyo       DELHI     575301  WID-820   On Home       Single    48   Executive           Male
EMP-899-A,David   ,Sp  ,it,11-11-2017  10000   500 ,,On Leave    ,New York  EMP-600-A ,###,david@gmail.com            new york    TOKYO     155047  WID-962   On Home       Married   43   Specialist          Male
EMP-994-A,Michael ,Ma  ,it,04-04-2014  12000   500 ,1000$,Terminated  ,Tokyo     EMP-713-A ,RemoveMe,michael@gmail.com          tokyo       NY        481351  WID-841   On Home       Single    36   Manager             Male
EMP-221-B,Curtis  ,Sp  ,SALES,06-03-2013  12000       ,500,On Leave    ,Tokyo     EMP-701-A ,###,curtis@gmail.com           tokyo       NY        292125  WID-383   Contract      Single    40   Specialist          Male
EMP-295-B,Jeffrey ,An  ,finance,31-05-2019  7000    300 ,300,Inactive    ,Mumbai    EMP-567-A ,Unnecessary,jeffrey@gmail.com          mumbai      PARIS     604786  WID-354   Hybrid        Single    22   Analyst             Male
EMP-162-B,rhonda  ,Ex  ,hr,09-09-2013  10000   500 ,Two Hundred,On Leave    ,Mumbai    EMP-533-B ,###,rhonda@gmail.com           mumbai      MAH       122689  WID-203   Part-Time     Single    30   Executive           Female
EMP-493-B,Brandon ,Ex  ,LOGISTICS,31-10-2010  7000    300 ,Two Hundred,On Leave    ,Mumbai    EMP-455-A ,Unnecessary,brandon@gmail.com          mumbai      MAH       961404  WID-431   Full-Time     Married   29   Executive           Male
EMP-213-C,LORI    ,De  ,SALES,17-10-2021  12000   500 ,N/A,Inactive    ,Delhi     EMP-465-B ,,lori@gmail.com             delhi       PARIS     832183  WID-647   Intern        Single    42   Developer           Female
EMP-236-B,ANNE    ,Sp  ,hr,26-12-2010  10000   500 ,1000$,Terminated  ,New York  EMP-172-A ,,anne@gmail.com             new york    PARIS     191856  WID-707   Hybrid        Single    49   Specialist          Female
EMP-650-C,RHONDA  ,Ma  ,it,05-07-2010  7000    500 ,500,Terminated  ,Tokyo     EMP-700-A ,###,rhonda@gmail.com           tokyo       DELHI     879010  WID-964   Part-Time     Married   44   Manager             Female
EMP-936-A,Heather ,Ma  ,it,12-05-2017  10000   300 ,,Inactive    ,New York  EMP-441-C ,,heather@gmail.com          new york    DELHI     511389  WID-609   Contract      Married   50   Manager             Female
EMP-470-B,KEITH   ,Ex  ,finance,15-02-2025  7000    300 ,300,Terminated  ,New York  EMP-117-B ,,keith@gmail.com            new york    MAH       802142  WID-223   On Home       Married   43   Executive           Male
EMP-706-B,ANDREA  ,Ex  ,finance,28-07-2013  7000    300 ,Two Hundred,On Leave    ,Delhi     EMP-546-A ,,andrea@gmail.com           delhi       NY        736604  WID-420   Full-Time     Married   32   Executive           Female
